Ticker,Sector,Industry,Market_Cap,Volume
SCVL,Consumer Cyclical,Apparel Retail,672032768,435513
LC,Financial Services,Banks - Regional,1490999552,1928603
GTY,Real Estate,REIT - Retail,1703088768,302601
COR,Healthcare,Medical Distribution,47368638464,1315713
CAKE,Consumer Cyclical,Restaurants,2680094464,1155083
TG,Industrials,Metal Fabrication,271542240,105994
SCI,Consumer Cyclical,Personal Services,11789749248,991071
LSCC,Technology,Semiconductors,8745981952,2095288
LEA,Consumer Cyclical,Auto Parts,5234153984,760066
IRBT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",285419200,1747232
HTGC,Financial Services,Asset Management,3527600896,948972
CMP,Basic Materials,Other Industrial Metals & Mining,477297152,781538
SXT,Basic Materials,Specialty Chemicals,3261781504,185810
SON,Consumer Cyclical,Packaging & Containers,4736112640,702601
SBRA,Real Estate,REIT - Healthcare Facilities,3946271488,1977674
KODK,Industrials,Specialty Business Services,645611968,1638111
JBL,Technology,Electronic Components,18475268096,1357905
HFWA,Financial Services,Banks - Regional,831754880,184747
FUL,Basic Materials,Specialty Chemicals,3307843584,376059
CVI,Energy,Oil & Gas Refining & Marketing,1831674752,1224974
CRH,Basic Materials,Building Materials,72048738304,3515147
CPA,Industrials,Airlines,3943016448,353261
COHU,Technology,Semiconductor Equipment & Materials,1000796096,324093
CHH,Consumer Cyclical,Lodging,6892089344,290410
CAMT,Technology,Semiconductor Equipment & Materials,4021808384,561844
VC,Consumer Cyclical,Auto Parts,2254254592,297293
TPC,Industrials,Engineering & Construction,1220157824,517049
SKT,Real Estate,REIT - Retail,3820015360,693213
NDSN,Industrials,Specialty Industrial Machinery,12404036608,358410
DLX,Industrials,Conglomerates,824791040,292588
CVEO,Consumer Cyclical,Lodging,343631360,82384
CHE,Healthcare,Medical Care Facilities,8399395328,94577
CCK,Consumer Cyclical,Packaging & Containers,10478123008,1384816
CBT,Basic Materials,Specialty Chemicals,4654915584,389366
CAC,Financial Services,Banks - Regional,754842304,68908
TEX,Industrials,Farm & Heavy Construction Machinery,2983352064,764294
POOL,Industrials,Industrial Distribution,12951048192,343633
NEU,Basic Materials,Specialty Chemicals,5214631936,35615
MEOH,Basic Materials,Chemicals,3136572672,372518
LOPE,Consumer Defensive,Education & Training Services,5331932672,147398
LNN,Industrials,Farm & Heavy Construction Machinery,1417639296,77291
LINC,Consumer Defensive,Education & Training Services,550886016,137110
GPOR,Energy,Oil & Gas E&P,3262624256,267867
FSTR,Industrials,Railroads,306166944,37889
CLDT,Real Estate,REIT - Hotel & Motel,429239808,256161
CASH,Financial Services,Banks - Regional,1913601408,197572
WLK,Basic Materials,Specialty Chemicals,14489721856,558235
VAC,Consumer Cyclical,Resorts & Casinos,2976179712,297600
SUI,Real Estate,REIT - Residential,16788106240,813757
SID,Basic Materials,Steel,1949352320,2434049
RM,Financial Services,Credit Services,359359008,42328
REG,Real Estate,REIT - Retail,13684349952,1062083
ON,Technology,Semiconductors,21458755584,7792864
GHM,Industrials,Specialty Industrial Machinery,411148352,99584
CTRN,Consumer Cyclical,Apparel Retail,243009552,96871
CCNE,Financial Services,Banks - Regional,551971264,75069
TRMK,Financial Services,Banks - Regional,2316473856,292622
SQM,Basic Materials,Specialty Chemicals,10672044032,1058727
SMCI,Technology,Computer Hardware,24757686272,72626774
SLG,Real Estate,REIT - Office,4875139584,968298
ROIC,Real Estate,REIT - Retail,2254863360,1367006
PRIM,Industrials,Engineering & Construction,4003237376,656994
GRC,Industrials,Specialty Industrial Machinery,995071296,62705
CYD,Consumer Cyclical,Auto Manufacturers,420580160,44035
CW,Industrials,Aerospace & Defense,12723378176,273761
CMCO,Industrials,Farm & Heavy Construction Machinery,586556224,305484
CLH,Industrials,Waste Management,12455004160,299010
CBZ,Industrials,Specialty Business Services,4408003584,280657
CAE,Industrials,Aerospace & Defense,7490051584,468281
WBS,Financial Services,Banks - Regional,10105213952,988844
TNC,Industrials,Specialty Industrial Machinery,1665147264,168374
TKR,Industrials,Tools & Accessories,5828142080,584177
PBA,Energy,Oil & Gas Midstream,21409984512,1469218
LADR,Real Estate,REIT - Mortgage,1466803200,612745
IPGP,Technology,Semiconductor Equipment & Materials,2675456000,254706
IEX,Industrials,Specialty Industrial Machinery,14616867840,556994
HAFC,Financial Services,Banks - Regional,736178432,188216
GFF,Industrials,Conglomerates,3629873920,380198
FIX,Industrials,Engineering & Construction,14060856320,392238
FCCO,Financial Services,Banks - Regional,208463344,48693
EFSC,Financial Services,Banks - Regional,2275131904,158367
DAN,Consumer Cyclical,Auto Parts,2332712192,2005381
CVBF,Financial Services,Banks - Regional,2845485312,832228
CRS,Industrials,Metal Fabrication,9149084672,820594
CECO,Industrials,Pollution & Treatment Controls,889515968,299235
CCRN,Healthcare,Medical Care Facilities,587771456,773742
CASS,Industrials,Specialty Business Services,609799808,43783
WLKP,Basic Materials,Chemicals,829868992,38949
UCTT,Technology,Semiconductor Equipment & Materials,1702277248,322971
TRS,Consumer Cyclical,Packaging & Containers,973315072,216905
THFF,Financial Services,Banks - Regional,617231104,49393
TFSL,Financial Services,Banks - Regional,3863794432,287894
STRL,Industrials,Engineering & Construction,3995774464,416216
PKE,Industrials,Aerospace & Defense,285328864,55364
NWPX,Industrials,Metal Fabrication,508036352,63945
MTDR,Energy,Oil & Gas E&P,7127033856,1032628
MATW,Industrials,Conglomerates,773288448,227233
IX,Financial Services,Financial Conglomerates,23427825664,36822
GDOT,Financial Services,Credit Services,506133792,490977
FSS,Industrials,Pollution & Treatment Controls,5933431296,363027
FNB,Financial Services,Banks - Regional,5545278976,2449293
FELE,Industrials,Specialty Industrial Machinery,4608031232,171437
CVE,Energy,Oil & Gas Integrated,28075149312,9068713
CPT,Real Estate,REIT - Residential,12932077568,771262
CPRT,Industrials,Specialty Business Services,57647882240,3876149
CPF,Financial Services,Banks - Regional,800059136,229242
WNC,Industrials,Farm & Heavy Construction Machinery,531740512,710944
WDFC,Basic Materials,Specialty Chemicals,3149491456,98057
STRT,Consumer Cyclical,Auto Parts,209946112,20518
SHG,Financial Services,Banks - Regional,16878461952,185266
RNST,Financial Services,Banks - Regional,2440922880,527844
MTRX,Industrials,Engineering & Construction,424041984,168986
LPX,Industrials,Building Products & Equipment,7885642240,590089
LCNB,Financial Services,Banks - Regional,218828992,20667
LAND,Real Estate,REIT - Specialty,422275456,336784
IMOS,Technology,Semiconductors,739239488,27020
HXL,Industrials,Aerospace & Defense,5207837696,1008874
HNRG,Energy,Thermal Coal,485834912,435403
HEI,Industrials,Aerospace & Defense,27548237824,534127
GOOD,Real Estate,REIT - Diversified,721265984,233801
FULT,Financial Services,Banks - Regional,3758316800,1272476
FRME,Financial Services,Banks - Regional,2594358784,237023
FCF,Financial Services,Banks - Regional,1690200448,580777
DRH,Real Estate,REIT - Hotel & Motel,1782528640,2149516
CHEF,Consumer Defensive,Food Distribution,2499053312,426945
CHDN,Consumer Cyclical,Gambling,9046709248,443193
CHCO,Financial Services,Banks - Regional,1757100416,58240
WCN,Industrials,Waste Management,48739352576,996569
VSEC,Industrials,Aerospace & Defense,1900125056,220600
UMC,Technology,Semiconductors,15826482176,11693281
UMBF,Financial Services,Banks - Regional,8157572608,609837
SXI,Industrials,Specialty Industrial Machinery,2263375616,52476
KEX,Industrials,Marine Shipping,6175092224,627562
HTHT,Consumer Cyclical,Lodging,10904023040,1995657
FF,Basic Materials,Specialty Chemicals,215314944,234915
FCFS,Financial Services,Credit Services,5270572544,225942
EPC,Consumer Defensive,Household & Personal Products,1432874624,495181
DX,Real Estate,REIT - Mortgage,1138104576,2065627
DQ,Technology,Semiconductor Equipment & Materials,1424361600,818183
CWST,Industrials,Waste Management,6760003584,294732
CPSS,Financial Services,Credit Services,237169616,28959
CLS,Technology,Electronic Components,15067457536,3475050
CIO,Real Estate,REIT - Office,205990544,251289
USAC,Energy,Oil & Gas Equipment & Services,3330771968,410042
TREX,Industrials,Building Products & Equipment,7266506240,1141908
SRCE,Financial Services,Banks - Regional,1638194560,73611
PLXS,Technology,Electronic Components,3781572096,199457
PLPC,Industrials,Electrical Equipment & Parts,700062976,20894
PGC,Financial Services,Banks - Regional,618169024,95084
OCFC,Financial Services,Banks - Regional,1059258176,303825
LKFN,Financial Services,Banks - Regional,1733887488,125562
KOPN,Technology,Electronic Components,249862704,4899522
FC,Consumer Defensive,Education & Training Services,470426720,101340
CUZ,Real Estate,REIT - Office,5119422976,1307813
CMPR,Industrials,Specialty Business Services,1308536832,153413
CFFN,Financial Services,Banks - Regional,807004352,748315
SPXC,Industrials,Building Products & Equipment,7016852992,272879
SMTC,Technology,Semiconductors,3165350912,2560723
NVEC,Technology,Semiconductors,352871552,24071
MIDD,Industrials,Specialty Industrial Machinery,8983463936,685183
GVA,Industrials,Engineering & Construction,3785756672,539340
CUBE,Real Estate,REIT - Industrial,9556990976,1386162
CPS,Consumer Cyclical,Auto Parts,257991584,152977
CMRE,Industrials,Marine Shipping,1262681472,334225
CHMG,Financial Services,Banks - Regional,244990848,13149
WSFS,Financial Services,Banks - Regional,3312360960,285032
VVI,Industrials,Specialty Business Services,1186109696,167791
SNFCA,Financial Services,Mortgage Finance,317766304,41345
PDS,Energy,Oil & Gas Drilling,768344896,72459
PBPB,Consumer Cyclical,Restaurants,380201152,169764
MPX,Consumer Cyclical,Recreational Vehicles,313458368,36155
MCRI,Consumer Cyclical,Resorts & Casinos,1735980928,102955
LION,Unknown,Unknown,2598128896,383044
KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances",200078992,24489
CLW,Basic Materials,Paper & Paper Products,481788704,367811
SFNC,Financial Services,Banks - Regional,2854813440,602367
PFMT,Healthcare,Health Information Services,278717376,139145
LTBR,Industrials,Electrical Equipment & Parts,239499200,2181769
LFVN,Consumer Defensive,Packaged Foods,231445984,198667
HVT,Consumer Cyclical,Home Improvement Retail,362201312,126927
HTBK,Financial Services,Banks - Regional,649676416,345730
GPK,Consumer Cyclical,Packaging & Containers,7985693184,2245932
DAC,Industrials,Marine Shipping,1595383808,121659
CZNC,Financial Services,Banks - Regional,332437600,37176
CSTM,Basic Materials,Aluminum,1393914880,1114393
CEVA,Technology,Semiconductors,825989440,278183
VUZI,Technology,Consumer Electronics,315074368,2762927
UVSP,Financial Services,Banks - Regional,907103424,97242
SSB,Financial Services,Banks - Regional,10388473856,754879
RYI,Industrials,Metal Fabrication,694266752,243606
PKOH,Industrials,Specialty Industrial Machinery,358630144,29855
PFIS,Financial Services,Banks - Regional,518218624,30411
KRNY,Financial Services,Banks - Regional,468202816,349411
GLDD,Industrials,Engineering & Construction,748065728,395798
FFIC,Financial Services,Banks - Regional,501184000,356720
COTY,Consumer Defensive,Household & Personal Products,5013959680,5362816
CFFI,Financial Services,Banks - Regional,274929248,11637
NWFL,Financial Services,Banks - Regional,241281120,15128
FUNC,Financial Services,Banks - Regional,267774128,29849
FOXF,Consumer Cyclical,Auto Parts,1071263424,673283
FLIC,Financial Services,Banks - Regional,311590560,92815
WTFC,Financial Services,Banks - Regional,8638391296,439003
GTLS,Industrials,Specialty Industrial Machinery,8296791552,724062
HD,Consumer Cyclical,Home Improvement Retail,4.10E+11,3103771
DRI,Consumer Cyclical,Restaurants,22663260160,1283874
DFS,Financial Services,Credit Services,47776735232,1434045
DLR,Real Estate,REIT - Specialty,55723741184,2097577
DPZ,Consumer Cyclical,Restaurants,16571215872,541952
DDS,Consumer Cyclical,Department Stores,7928402944,127888
DBD,Technology,Software - Application,1766104960,122822
DY,Industrials,Engineering & Construction,5409795072,449888
DKS,Consumer Cyclical,Specialty Retail,19766552576,1213974
DSX,Industrials,Marine Shipping,218388480,642854
ODFL,Industrials,Trucking,44063850496,1458188
DK,Energy,Oil & Gas Refining & Marketing,1124235008,1062383
DHT,Energy,Oil & Gas Midstream,1777411200,1977044
DAKT,Technology,Electronic Components,747334144,461327
KTOS,Industrials,Aerospace & Defense,4333894656,1609844
FANG,Energy,Oil & Gas E&P,45599920128,2107827
DCO,Industrials,Aerospace & Defense,932130432,104522
DOC,Real Estate,REIT - Healthcare Facilities,13963336704,4680766
WD,Financial Services,Mortgage Finance,2909330432,165481
STLD,Basic Materials,Steel,20230316032,1646267
DGII,Technology,Communication Equipment,1283723264,245216
DAR,Consumer Defensive,Packaged Foods,6439853568,2290796
DORM,Consumer Cyclical,Auto Parts,3837575680,168074
DIN,Consumer Cyclical,Restaurants,407081568,544079
DXPE,Industrials,Industrial Distribution,1537786368,253462
PLOW,Consumer Cyclical,Auto Parts,595132416,147776
KRNT,Industrials,Specialty Industrial Machinery,1386137856,250049
DIOD,Technology,Semiconductors,2456570368,429494
DKL,Energy,Oil & Gas Refining & Marketing,2208409600,173445
DNOW,Industrials,Industrial Distribution,1793987840,848432
DEI,Real Estate,REIT - Office,3395204352,1668859
EPD,Energy,Oil & Gas Midstream,71985324032,4461186
EXPE,Consumer Cyclical,Travel Services,26183741440,1670840
EOG,Energy,Oil & Gas E&P,72567300096,3052281
EXPD,Industrials,Integrated Freight & Logistics,15780893696,1001742
SU,Energy,Oil & Gas Integrated,49574756352,4562032
EQR,Real Estate,REIT - Residential,27974260736,1550383
NUS,Consumer Defensive,Household & Personal Products,319144608,712606
PBF,Energy,Oil & Gas Refining & Marketing,2676414720,2034706
EDU,Consumer Defensive,Education & Training Services,8743895040,1882550
HLX,Energy,Oil & Gas Equipment & Services,1242689664,1366930
EFX,Industrials,Consulting Services,31095836672,1037777
ENB,Energy,Oil & Gas Midstream,98988277760,4070086
EXR,Real Estate,REIT - Industrial,34396487680,1096142
GNE,Utilities,Utilities - Regulated Electric,385422592,68816
ENR,Industrials,Electrical Equipment & Parts,2274044928,615788
EC,Energy,Oil & Gas Integrated,21010583552,2459183
EFC,Real Estate,REIT - Mortgage,1167722624,878976
STRA,Consumer Defensive,Education & Training Services,2490968576,113694
ERII,Industrials,Pollution & Treatment Controls,874197888,437333
E,Energy,Oil & Gas Integrated,44623110144,298881
SXC,Basic Materials,Coking Coal,846049600,996554
NPO,Industrials,Specialty Industrial Machinery,3997563648,116794
NGL,Energy,Oil & Gas Midstream,595378688,347442
GEL,Energy,Oil & Gas Midstream,1454872320,579742
ENS,Industrials,Electrical Equipment & Parts,4024861440,287061
EME,Industrials,Engineering & Construction,19668197376,428298
LE,Consumer Cyclical,Apparel Retail,361257728,126591
EXP,Basic Materials,Building Materials,8338543616,305296
ENPH,Technology,Solar,8291359744,3803006
ENLC,Energy,Oil & Gas Midstream,6453969408,5351186
LOCO,Consumer Cyclical,Restaurants,374838784,177761
EXTR,Technology,Communication Equipment,2114787200,939625
KOS,Energy,Oil & Gas E&P,1462874496,8930184
ESS,Real Estate,REIT - Residential,20105566208,403293
EPR,Real Estate,REIT - Specialty,3690396160,559283
REGI,Unknown,Unknown,3106199040,1639328
PTEN,Energy,Oil & Gas Drilling,3508421376,8994555
EVLV,Industrials,Security & Protection Services,633350976,1774233
ERJ,Industrials,Aerospace & Defense,7743021056,1049113
EZPW,Financial Services,Credit Services,790017088,541767
EXLS,Technology,Information Technology Services,8270943744,835323
FET,Energy,Oil & Gas Equipment & Services,226142912,73808
EGY,Energy,Oil & Gas E&P,450857536,941759
WERN,Industrials,Trucking,2128272256,650613
EEFT,Technology,Software - Infrastructure,4564932608,257261
VNOM,Energy,Oil & Gas Midstream,10837250048,1338852
ESRT,Real Estate,REIT - Diversified,2637237248,1098913
ENTG,Technology,Semiconductor Equipment & Materials,16450174976,2179254
ELS,Real Estate,REIT - Residential,13394706432,1340306
IESC,Industrials,Engineering & Construction,4459871232,221167
HEES,Industrials,Rental & Leasing Services,3202928640,783671
ENVA,Financial Services,Credit Services,2859279360,221030
VET,Energy,Oil & Gas E&P,1416062976,1116089
ESEA,Industrials,Marine Shipping,237620096,44284
EDR,Communication Services,Entertainment,10940248064,1891781
ESCA,Consumer Cyclical,Leisure,212600224,25652
EGP,Real Estate,REIT - Industrial,9386170368,365338
HTLD,Industrials,Trucking,886479488,408322
ESNT,Financial Services,Insurance - Specialty,6150794752,710510
RUSHB,Consumer Cyclical,Auto & Truck Dealerships,4668726784,19730
OEC,Basic Materials,Specialty Chemicals,820204032,460728
GDEN,Consumer Cyclical,Resorts & Casinos,929843136,205693
FSLR,Technology,Solar,17165679616,2170827
FLEX,Technology,Electronic Components,16239735808,4699669
PNC,Financial Services,Banks - Regional,77377961984,2011466
FTI,Energy,Oil & Gas Equipment & Services,12881566720,3465205
MFA,Real Estate,REIT - Mortgage,1090246528,973225
FRO,Energy,Oil & Gas Midstream,3851377920,3481023
SYF,Financial Services,Credit Services,24911101952,3520832
SFM,Consumer Defensive,Grocery Stores,17635465216,1284754
UNFI,Consumer Defensive,Food Distribution,2059419392,707289
IFF,Basic Materials,Specialty Chemicals,21988651008,1406871
GGAL,Financial Services,Banks - Regional,10491585536,1151683
FTK,Energy,Oil & Gas Equipment & Services,272631552,245111
FRT,Real Estate,REIT - Retail,9570964480,659798
KB,Financial Services,Banks - Regional,21030000640,188966
LPLA,Financial Services,Capital Markets,27799128064,526122
SFL,Industrials,Marine Shipping,1317999104,846013
RJF,Financial Services,Asset Management,32865515520,1208871
FN,Technology,Electronic Components,7702854144,617032
FR,Real Estate,REIT - Industrial,7595041280,1041852
HIFS,Financial Services,Banks - Regional,604823168,11642
FISI,Financial Services,Banks - Regional,571190656,131279
FORM,Technology,Semiconductor Equipment & Materials,2845535232,893381
WSBF,Financial Services,Banks - Regional,278152352,47833
PFS,Financial Services,Banks - Regional,2470156800,583822
GSM,Basic Materials,Other Industrial Metals & Mining,774086144,921335
VIRT,Financial Services,Capital Markets,5696237568,883971
SMFG,Financial Services,Banks - Diversified,96090537984,1407811
NATH,Consumer Cyclical,Restaurants,410995744,10532
FI,Technology,Information Technology Services,1.31E+11,2793837
MOFG,Financial Services,Banks - Regional,675268736,119594
FRSH,Technology,Software - Application,5278745600,4157618
WAFD,Financial Services,Banks - Regional,2442461440,472066
MFG,Financial Services,Banks - Regional,70390317056,1111823
PLNT,Consumer Cyclical,Leisure,8785911808,1125537
PFSI,Financial Services,Mortgage Finance,5190577664,299883
HTLF,Financial Services,Banks - Regional,2774426880,275404
FFWM,Financial Services,Banks - Regional,430766848,485183
PNFP,Financial Services,Banks - Regional,9257453568,472394
FPI,Real Estate,REIT - Specialty,584611840,322649
FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",281384352,32872
WLFC,Industrials,Rental & Leasing Services,1271987328,35511
ORRF,Financial Services,Banks - Regional,657321024,108257
GS,Financial Services,Capital Markets,2.02E+11,2209659
MRVL,Technology,Semiconductors,89558548480,14455842
HTZ,Industrials,Rental & Leasing Services,1196094976,4819522
IGT,Consumer Cyclical,Gambling,3457827328,1201876
SPG,Real Estate,REIT - Retail,70212018176,1448784
GWW,Industrials,Industrial Distribution,50055524352,264028
GPRE,Basic Materials,Chemicals,423330272,1378450
MLNK,Technology,Software - Application,1461412608,239400
GGG,Industrials,Specialty Industrial Machinery,14531230720,803286
GES,Consumer Cyclical,Apparel Retail,634462336,1144896
GEO,Industrials,Security & Protection Services,3870439168,2922923
HCSG,Healthcare,Medical Care Facilities,828922432,418071
GEVO,Basic Materials,Specialty Chemicals,433326656,6578774
TGI,Industrials,Aerospace & Defense,1960742144,1375655
GPN,Industrials,Specialty Business Services,25898065920,1677801
TAL,Consumer Defensive,Education & Training Services,8937346048,7210789
G,Technology,Information Technology Services,9700727808,1536784
MG,Industrials,Security & Protection Services,313825248,122620
GCO,Consumer Cyclical,Apparel Retail,449725344,200777
IHG,Consumer Cyclical,Lodging,21269237760,128318
GEF,Consumer Cyclical,Packaging & Containers,2905914112,187554
TDG,Industrials,Aerospace & Defense,74926776320,296279
SGU,Energy,Oil & Gas Refining & Marketing,447643936,27071
KRG,Real Estate,REIT - Retail,5202436608,1717277
GLNG,Energy,Oil & Gas Midstream,4277082624,1270723
THRM,Consumer Cyclical,Auto Parts,1096065408,205844
MDU,Industrials,Conglomerates,3443668224,1953408
GNRC,Industrials,Specialty Industrial Machinery,8752815104,764277
PENN,Consumer Cyclical,Resorts & Casinos,3424994560,3923574
GSL,Industrials,Rental & Leasing Services,797404480,332115
GGB,Basic Materials,Steel,5975885312,9780947
WLDN,Industrials,Engineering & Construction,490699040,118216
WES,Energy,Oil & Gas Midstream,15412477952,1264700
PAGP,Energy,Oil & Gas Midstream,4869019136,1732861
PRAA,Financial Services,Credit Services,926133184,253408
MRC,Energy,Oil & Gas Equipment & Services,1115830912,593191
GPRK,Energy,Oil & Gas E&P,459713120,758403
GENC,Industrials,Farm & Heavy Construction Machinery,204328336,23571
SERV,Industrials,Specialty Industrial Machinery,1180380032,10223867
ROCK,Industrials,Building Products & Equipment,1792855552,197130
HUBG,Industrials,Integrated Freight & Logistics,2609847296,569054
THR,Industrials,Specialty Industrial Machinery,1009018496,179303
TNET,Industrials,Staffing & Employment Services,3887421184,299184
ORN,Industrials,Engineering & Construction,317435424,402961
MYRG,Industrials,Engineering & Construction,2162107904,177281
GOGL,Industrials,Marine Shipping,1864418176,1718135
NVEE,Industrials,Engineering & Construction,1145216128,418747
NGS,Energy,Oil & Gas Equipment & Services,342236960,85738
MARA,Financial Services,Capital Markets,5738949632,54035303
GNK,Industrials,Marine Shipping,625120512,440572
GASS,Industrials,Marine Shipping,209425968,156513
HPQ,Technology,Computer Hardware,31228674048,7041640
HON,Industrials,Conglomerates,1.33E+11,3942922
VIPS,Consumer Cyclical,Internet Retail,7946317312,3041057
HCP,Technology,Software - Infrastructure,7024799232,2496942
HP,Energy,Oil & Gas Drilling,2712041984,1521491
HOG,Consumer Cyclical,Recreational Vehicles,3296495872,1802793
PYPL,Financial Services,Credit Services,75766038528,9793916
RHI,Industrials,Staffing & Employment Services,6025495040,1030581
OHI,Real Estate,REIT - Healthcare Facilities,10515108864,1949116
HLF,Consumer Defensive,Packaged Foods,526134208,2223401
RH,Consumer Cyclical,Specialty Retail,7075575296,628740
HSBC,Financial Services,Banks - Diversified,1.97E+11,1176235
HR,Real Estate,REIT - Healthcare Facilities,5928662016,2783681
HST,Real Estate,REIT - Hotel & Motel,11634046976,7283676
HLT,Consumer Cyclical,Lodging,64845697024,1403044
HIMX,Technology,Semiconductors,1735008000,3439618
HWKN,Basic Materials,Specialty Chemicals,2358489088,136701
HTH,Financial Services,Banks - Regional,2073128832,344374
HSII,Industrials,Staffing & Employment Services,919643072,133769
JHX,Basic Materials,Building Materials,14011902976,93566
NHI,Real Estate,REIT - Healthcare Facilities,3080526848,222145
ITUB,Financial Services,Banks - Regional,54028263424,27657445
RHP,Real Estate,REIT - Hotel & Motel,6136279040,451923
MKTX,Financial Services,Capital Markets,7217376256,482977
JBHT,Industrials,Integrated Freight & Logistics,16637831168,818335
HPP,Real Estate,REIT - Office,412993472,4264427
SLGN,Consumer Cyclical,Packaging & Containers,5681494016,731164
NMR,Financial Services,Capital Markets,20011782144,525032
HI,Industrials,Specialty Industrial Machinery,2437250048,462503
MTSI,Technology,Semiconductors,9076146176,665732
HII,Industrials,Aerospace & Defense,6292919296,609715
KOP,Basic Materials,Specialty Chemicals,610904640,131077
HIW,Real Estate,REIT - Office,3212016640,923393
OPY,Financial Services,Capital Markets,659556608,26749
HELE,Consumer Defensive,Household & Personal Products,1294546816,421647
RICK,Consumer Cyclical,Restaurants,452920256,89781
LXFR,Industrials,Specialty Industrial Machinery,394004416,117810
UHT,Real Estate,REIT - Healthcare Facilities,545674240,69277
PEB,Real Estate,REIT - Hotel & Motel,1468633216,1745635
MCFT,Consumer Cyclical,Recreational Vehicles,319302656,84937
HDSN,Basic Materials,Specialty Chemicals,256275504,468562
XHR,Real Estate,REIT - Hotel & Motel,1539068160,668496
VBTX,Financial Services,Banks - Regional,1456148992,403477
QCRH,Financial Services,Banks - Regional,1310887296,77342
HY,Industrials,Farm & Heavy Construction Machinery,916204160,77101
SHO,Real Estate,REIT - Hotel & Motel,2236028160,2634115
HLI,Financial Services,Capital Markets,12519443456,377564
NVGS,Energy,Oil & Gas Midstream,1151537408,182852
HBM,Basic Materials,Copper,3572981504,4691538
HEI-A,Industrials,Aerospace & Defense,27548350464,224435
TSLA,Consumer Cyclical,Auto Manufacturers,1.14E+12,82513418
MU,Technology,Semiconductors,1.07E+11,23671454
V,Financial Services,Credit Services,6.86E+11,6061979
KMI,Energy,Oil & Gas Midstream,59006754816,14268852
UPS,Industrials,Integrated Freight & Logistics,98683707392,5568698
TXN,Technology,Semiconductors,1.65E+11,6090011
M,Consumer Cyclical,Department Stores,4195079936,7127405
MAR,Consumer Cyclical,Lodging,79466323968,1341993
MA,Financial Services,Credit Services,5.16E+11,2631122
ROST,Consumer Cyclical,Apparel Retail,46335229952,2585711
JNPR,Technology,Communication Equipment,12031773696,4335322
SWKS,Technology,Semiconductors,10637839360,2919549
NOV,Energy,Oil & Gas Equipment & Services,6198108160,4219994
SRCL,Industrials,Waste Management,5754061824,1611431
PAYX,Technology,Software - Application,53516165120,1866954
MCHP,Technology,Semiconductors,29182058496,8967618
WTW,Financial Services,Insurance Brokers,32165412864,661081
URBN,Consumer Cyclical,Apparel Retail,5197969408,1964284
NTAP,Technology,Computer Hardware,23935215616,1745659
SHAK,Consumer Cyclical,Restaurants,4641747456,964825
PPG,Basic Materials,Specialty Chemicals,27357440000,2035359
PCAR,Industrials,Farm & Heavy Construction Machinery,55198343168,2191501
VTR,Real Estate,REIT - Healthcare Facilities,28384040960,2634288
TER,Technology,Semiconductor Equipment & Materials,18377234432,2600705
WM,Industrials,Waste Management,91350908928,1687671
JWN,Consumer Cyclical,Department Stores,4012292608,2695325
ITW,Industrials,Specialty Industrial Machinery,76804579328,910820
MGM,Consumer Cyclical,Resorts & Casinos,11883878400,4149955
WSO,Industrials,Industrial Distribution,19209906176,204522
TRN,Industrials,Railroads,2889672448,471533
MLM,Basic Materials,Building Materials,32494047232,411589
R,Industrials,Rental & Leasing Services,6778615296,309781
PX,Financial Services,Asset Management,1420660224,760996
MXL,Technology,Semiconductors,1390530048,1806637
TGLS,Basic Materials,Building Materials,3479532032,269113
RSG,Industrials,Waste Management,70299492352,980810
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1342950144,1806918
URI,Industrials,Rental & Leasing Services,47633039360,582716
NBR,Energy,Oil & Gas Drilling,474431168,300769
IR,Industrials,Specialty Industrial Machinery,37298761728,2057754
MAN,Industrials,Staffing & Employment Services,2590419968,720471
LTC,Real Estate,REIT - Healthcare Facilities,1564665856,319816
RMBS,Technology,Semiconductors,6671595008,943672
NYMT,Real Estate,REIT - Mortgage,551628544,716837
WSM,Consumer Cyclical,Specialty Retail,25489086464,1876766
RES,Energy,Oil & Gas Equipment & Services,1304880128,1522133
PII,Consumer Cyclical,Recreational Vehicles,2476201472,1345106
TDW,Energy,Oil & Gas Equipment & Services,2846371328,1052950
STWD,Real Estate,REIT - Mortgage,6819248128,2047418
PWR,Industrials,Engineering & Construction,42934423552,1159933
XPO,Industrials,Trucking,16816162816,1515818
NNN,Real Estate,REIT - Retail,7654038016,1208591
WGO,Consumer Cyclical,Recreational Vehicles,1260533888,727150
STAG,Real Estate,REIT - Industrial,6728412160,1192976
SNPS,Technology,Software - Infrastructure,81662009344,1097910
RPM,Basic Materials,Specialty Chemicals,15786864640,644627
OI,Consumer Cyclical,Packaging & Containers,1802595584,1426016
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",7554988544,731761
PZZA,Consumer Cyclical,Restaurants,1673861248,1330620
TXT,Industrials,Aerospace & Defense,13346085888,1223871
OII,Energy,Oil & Gas Equipment & Services,2559849728,736847
NWL,Consumer Defensive,Household & Personal Products,2916160000,6572011
LYB,Basic Materials,Specialty Chemicals,24701759488,2962072
LII,Industrials,Building Products & Equipment,22057635840,440327
